"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"BRA","MEATCONSUMP","BEEF","KG_CAP","A","2008",26.987,
"BRA","MEATCONSUMP","BEEF","KG_CAP","A","2009",25.673,
"BRA","MEATCONSUMP","BEEF","KG_CAP","A","2010",26.325,
"BRA","MEATCONSUMP","BEEF","KG_CAP","A","2011",25.903,
"BRA","MEATCONSUMP","BEEF","KG_CAP","A","2012",26.161,
"BRA","MEATCONSUMP","BEEF","KG_CAP","A","2013",27.765,
"BRA","MEATCONSUMP","BEEF","KG_CAP","A","2014",26.041,
"BRA","MEATCONSUMP","BEEF","KG_CAP","A","2015",24.968,
"BRA","MEATCONSUMP","BEEF","KG_CAP","A","2016",25.391,
"BRA","MEATCONSUMP","BEEF","KG_CAP","A","2017",25.373,
"BRA","MEATCONSUMP","BEEF","KG_CAP","A","2018",25.263,
"BRA","MEATCONSUMP","BEEF","KG_CAP","A","2019",25.187,
"BRA","MEATCONSUMP","BEEF","KG_CAP","A","2020",24.445,
"BRA","MEATCONSUMP","BEEF","KG_CAP","A","2021",24.605,
"BRA","MEATCONSUMP","BEEF","KG_CAP","A","2022",24.559,
"BRA","MEATCONSUMP","BEEF","KG_CAP","A","2023",24.618,
"BRA","MEATCONSUMP","BEEF","KG_CAP","A","2024",24.646,
"BRA","MEATCONSUMP","BEEF","KG_CAP","A","2025",24.754,
"BRA","MEATCONSUMP","BEEF","KG_CAP","A","2026",24.687,
"BRA","MEATCONSUMP","BEEF","KG_CAP","A","2027",24.595,
"BRA","MEATCONSUMP","BEEF","KG_CAP","A","2028",24.502,
"BRA","MEATCONSUMP","BEEF","KG_CAP","A","2029",24.434,
"CHL","MEATCONSUMP","BEEF","KG_CAP","A","1990",12.969,
"CHL","MEATCONSUMP","BEEF","KG_CAP","A","1991",12.568,
"CHL","MEATCONSUMP","BEEF","KG_CAP","A","1992",12.103,
"CHL","MEATCONSUMP","BEEF","KG_CAP","A","1993",13.6,
"CHL","MEATCONSUMP","BEEF","KG_CAP","A","1994",14.557,
"CHL","MEATCONSUMP","BEEF","KG_CAP","A","1995",15.833,
"CHL","MEATCONSUMP","BEEF","KG_CAP","A","1996",16.445,
"CHL","MEATCONSUMP","BEEF","KG_CAP","A","1997",17.479,
"CHL","MEATCONSUMP","BEEF","KG_CAP","A","1998",16.421,
"CHL","MEATCONSUMP","BEEF","KG_CAP","A","1999",15.401,
"CHL","MEATCONSUMP","BEEF","KG_CAP","A","2000",15.658,
"CHL","MEATCONSUMP","BEEF","KG_CAP","A","2001",14.054,
"CHL","MEATCONSUMP","BEEF","KG_CAP","A","2002",14.699,
"CHL","MEATCONSUMP","BEEF","KG_CAP","A","2003",15.894,
"CHL","MEATCONSUMP","BEEF","KG_CAP","A","2004",16.402,
"CHL","MEATCONSUMP","BEEF","KG_CAP","A","2005",17.445,
"CHL","MEATCONSUMP","BEEF","KG_CAP","A","2006",15.129,
"CHL","MEATCONSUMP","BEEF","KG_CAP","A","2007",16.218,
"CHL","MEATCONSUMP","BEEF","KG_CAP","A","2008",15.115,
"CHL","MEATCONSUMP","BEEF","KG_CAP","A","2009",15.154,
"CHL","MEATCONSUMP","BEEF","KG_CAP","A","2010",15.412,
"CHL","MEATCONSUMP","BEEF","KG_CAP","A","2011",14.162,
"CHL","MEATCONSUMP","BEEF","KG_CAP","A","2012",14.675,
"CHL","MEATCONSUMP","BEEF","KG_CAP","A","2013",17.161,
"CHL","MEATCONSUMP","BEEF","KG_CAP","A","2014",17.602,
"CHL","MEATCONSUMP","BEEF","KG_CAP","A","2015",17.441,
"CHL","MEATCONSUMP","BEEF","KG_CAP","A","2016",18.855,
"CHL","MEATCONSUMP","BEEF","KG_CAP","A","2017",17.548,
"CHL","MEATCONSUMP","BEEF","KG_CAP","A","2018",18.67,
"CHL","MEATCONSUMP","BEEF","KG_CAP","A","2019",20.118,
"CHL","MEATCONSUMP","BEEF","KG_CAP","A","2020",20.262,
"CHL","MEATCONSUMP","BEEF","KG_CAP","A","2021",20.461,
"CHL","MEATCONSUMP","BEEF","KG_CAP","A","2022",20.666,
"CHL","MEATCONSUMP","BEEF","KG_CAP","A","2023",20.859,
"CHL","MEATCONSUMP","BEEF","KG_CAP","A","2024",21.037,
"CHL","MEATCONSUMP","BEEF","KG_CAP","A","2025",21.201,
"CHL","MEATCONSUMP","BEEF","KG_CAP","A","2026",21.358,
"CHL","MEATCONSUMP","BEEF","KG_CAP","A","2027",21.509,
"CHL","MEATCONSUMP","BEEF","KG_CAP","A","2028",21.669,
"CHL","MEATCONSUMP","BEEF","KG_CAP","A","2029",21.831,
"CHN","MEATCONSUMP","BEEF","KG_CAP","A","1990",0.639,
"CHN","MEATCONSUMP","BEEF","KG_CAP","A","1991",0.75,
"CHN","MEATCONSUMP","BEEF","KG_CAP","A","1992",1.001,
"CHN","MEATCONSUMP","BEEF","KG_CAP","A","1993",1.256,
"CHN","MEATCONSUMP","BEEF","KG_CAP","A","1994",1.523,
"CHN","MEATCONSUMP","BEEF","KG_CAP","A","1995",1.954,
"CHN","MEATCONSUMP","BEEF","KG_CAP","A","1996",1.944,
"CHN","MEATCONSUMP","BEEF","KG_CAP","A","1997",2.402,
"CHN","MEATCONSUMP","BEEF","KG_CAP","A","1998",2.601,
"CHN","MEATCONSUMP","BEEF","KG_CAP","A","1999",2.739,
"CHN","MEATCONSUMP","BEEF","KG_CAP","A","2000",2.685,
"CHN","MEATCONSUMP","BEEF","KG_CAP","A","2001",2.716,
"CHN","MEATCONSUMP","BEEF","KG_CAP","A","2002",2.782,
"CHN","MEATCONSUMP","BEEF","KG_CAP","A","2003",2.864,
"CHN","MEATCONSUMP","BEEF","KG_CAP","A","2004",2.928,
"CHN","MEATCONSUMP","BEEF","KG_CAP","A","2005",2.934,
"CHN","MEATCONSUMP","BEEF","KG_CAP","A","2006",2.953,
"CHN","MEATCONSUMP","BEEF","KG_CAP","A","2007",3.127,
"CHN","MEATCONSUMP","BEEF","KG_CAP","A","2008",3.126,
"CHN","MEATCONSUMP","BEEF","KG_CAP","A","2009",3.193,
"CHN","MEATCONSUMP","BEEF","KG_CAP","A","2010",3.187,
"CHN","MEATCONSUMP","BEEF","KG_CAP","A","2011",3.073,
"CHN","MEATCONSUMP","BEEF","KG_CAP","A","2012",3.106,
"CHN","MEATCONSUMP","BEEF","KG_CAP","A","2013",3.23,
"CHN","MEATCONSUMP","BEEF","KG_CAP","A","2014",3.222,
"CHN","MEATCONSUMP","BEEF","KG_CAP","A","2015",3.329,
"CHN","MEATCONSUMP","BEEF","KG_CAP","A","2016",3.383,
"CHN","MEATCONSUMP","BEEF","KG_CAP","A","2017",3.523,
"CHN","MEATCONSUMP","BEEF","KG_CAP","A","2018",3.617,
"CHN","MEATCONSUMP","BEEF","KG_CAP","A","2019",4.086,
"CHN","MEATCONSUMP","BEEF","KG_CAP","A","2020",4.186,
"CHN","MEATCONSUMP","BEEF","KG_CAP","A","2021",4.143,
"CHN","MEATCONSUMP","BEEF","KG_CAP","A","2022",4.095,
"CHN","MEATCONSUMP","BEEF","KG_CAP","A","2023",4.047,
"CHN","MEATCONSUMP","BEEF","KG_CAP","A","2024",4.003,
"CHN","MEATCONSUMP","BEEF","KG_CAP","A","2025",3.962,
"CHN","MEATCONSUMP","BEEF","KG_CAP","A","2026",3.973,
"CHN","MEATCONSUMP","BEEF","KG_CAP","A","2027",3.978,
"CHN","MEATCONSUMP","BEEF","KG_CAP","A","2028",3.986,
"CHN","MEATCONSUMP","BEEF","KG_CAP","A","2029",3.993,
"COL","MEATCONSUMP","BEEF","KG_CAP","A","1990",15.011,
"COL","MEATCONSUMP","BEEF","KG_CAP","A","1991",13.559,
"COL","MEATCONSUMP","BEEF","KG_CAP","A","1992",11.556,
"COL","MEATCONSUMP","BEEF","KG_CAP","A","1993",11.627,
"COL","MEATCONSUMP","BEEF","KG_CAP","A","1994",12.319,
"COL","MEATCONSUMP","BEEF","KG_CAP","A","1995",13.129,
"COL","MEATCONSUMP","BEEF","KG_CAP","A","1996",13.461,
"COL","MEATCONSUMP","BEEF","KG_CAP","A","1997",13.855,
"COL","MEATCONSUMP","BEEF","KG_CAP","A","1998",13.656,
"COL","MEATCONSUMP","BEEF","KG_CAP","A","1999",12.602,
"COL","MEATCONSUMP","BEEF","KG_CAP","A","2000",12.984,
"COL","MEATCONSUMP","BEEF","KG_CAP","A","2001",11.866,
"COL","MEATCONSUMP","BEEF","KG_CAP","A","2002",11.36,
"COL","MEATCONSUMP","BEEF","KG_CAP","A","2003",10.6,
"COL","MEATCONSUMP","BEEF","KG_CAP","A","2004",11.548,
"COL","MEATCONSUMP","BEEF","KG_CAP","A","2005",12.659,
"COL","MEATCONSUMP","BEEF","KG_CAP","A","2006",12.852,
"COL","MEATCONSUMP","BEEF","KG_CAP","A","2007",12.24,
"COL","MEATCONSUMP","BEEF","KG_CAP","A","2008",11.91,
"COL","MEATCONSUMP","BEEF","KG_CAP","A","2009",10.891,
"COL","MEATCONSUMP","BEEF","KG_CAP","A","2010",11.681,
"COL","MEATCONSUMP","BEEF","KG_CAP","A","2011",12.32,
"COL","MEATCONSUMP","BEEF","KG_CAP","A","2012",12.633,
"COL","MEATCONSUMP","BEEF","KG_CAP","A","2013",12.112,
"COL","MEATCONSUMP","BEEF","KG_CAP","A","2014",12.17,
"COL","MEATCONSUMP","BEEF","KG_CAP","A","2015",12.277,
"COL","MEATCONSUMP","BEEF","KG_CAP","A","2016",11.335,
"COL","MEATCONSUMP","BEEF","KG_CAP","A","2017",10.49,
"COL","MEATCONSUMP","BEEF","KG_CAP","A","2018",10.624,
"COL","MEATCONSUMP","BEEF","KG_CAP","A","2019",8.53,
"COL","MEATCONSUMP","BEEF","KG_CAP","A","2020",8.62,
"COL","MEATCONSUMP","BEEF","KG_CAP","A","2021",8.717,
"COL","MEATCONSUMP","BEEF","KG_CAP","A","2022",8.81,
"COL","MEATCONSUMP","BEEF","KG_CAP","A","2023",8.906,
"COL","MEATCONSUMP","BEEF","KG_CAP","A","2024",9.003,
"COL","MEATCONSUMP","BEEF","KG_CAP","A","2025",9.103,
"COL","MEATCONSUMP","BEEF","KG_CAP","A","2026",9.203,
"COL","MEATCONSUMP","BEEF","KG_CAP","A","2027",9.303,
"COL","MEATCONSUMP","BEEF","KG_CAP","A","2028",9.406,
"COL","MEATCONSUMP","BEEF","KG_CAP","A","2029",9.51,
"EGY","MEATCONSUMP","BEEF","KG_CAP","A","1990",4.907,
"EGY","MEATCONSUMP","BEEF","KG_CAP","A","1991",5.562,
"EGY","MEATCONSUMP","BEEF","KG_CAP","A","1992",5.441,
"EGY","MEATCONSUMP","BEEF","KG_CAP","A","1993",6.053,
"EGY","MEATCONSUMP","BEEF","KG_CAP","A","1994",6.229,
"EGY","MEATCONSUMP","BEEF","KG_CAP","A","1995",5.983,
"EGY","MEATCONSUMP","BEEF","KG_CAP","A","1996",6.18,
"EGY","MEATCONSUMP","BEEF","KG_CAP","A","1997",6.745,
"EGY","MEATCONSUMP","BEEF","KG_CAP","A","1998",6.797,
"EGY","MEATCONSUMP","BEEF","KG_CAP","A","1999",7.039,
"EGY","MEATCONSUMP","BEEF","KG_CAP","A","2000",7.7,
"EGY","MEATCONSUMP","BEEF","KG_CAP","A","2001",6.431,
"EGY","MEATCONSUMP","BEEF","KG_CAP","A","2002",7.868,
"EGY","MEATCONSUMP","BEEF","KG_CAP","A","2003",7.333,
"EGY","MEATCONSUMP","BEEF","KG_CAP","A","2004",7.464,
"EGY","MEATCONSUMP","BEEF","KG_CAP","A","2005",8.261,
"EGY","MEATCONSUMP","BEEF","KG_CAP","A","2006",9.121,
"EGY","MEATCONSUMP","BEEF","KG_CAP","A","2007",9.289,
"EGY","MEATCONSUMP","BEEF","KG_CAP","A","2008",8.393,
"EGY","MEATCONSUMP","BEEF","KG_CAP","A","2009",8.549,
"EGY","MEATCONSUMP","BEEF","KG_CAP","A","2010",9.283,
"EGY","MEATCONSUMP","BEEF","KG_CAP","A","2011",8.694,
"EGY","MEATCONSUMP","BEEF","KG_CAP","A","2012",9.296,
"EGY","MEATCONSUMP","BEEF","KG_CAP","A","2013",8.951,
"EGY","MEATCONSUMP","BEEF","KG_CAP","A","2014",9.179,
"EGY","MEATCONSUMP","BEEF","KG_CAP","A","2015",9.117,
"EGY","MEATCONSUMP","BEEF","KG_CAP","A","2016",8.881,
"EGY","MEATCONSUMP","BEEF","KG_CAP","A","2017",8.176,
"EGY","MEATCONSUMP","BEEF","KG_CAP","A","2018",7.721,
"EGY","MEATCONSUMP","BEEF","KG_CAP","A","2019",7.819,
"EGY","MEATCONSUMP","BEEF","KG_CAP","A","2020",7.8,
"EGY","MEATCONSUMP","BEEF","KG_CAP","A","2021",7.84,
"EGY","MEATCONSUMP","BEEF","KG_CAP","A","2022",7.863,
"EGY","MEATCONSUMP","BEEF","KG_CAP","A","2023",7.887,
"EGY","MEATCONSUMP","BEEF","KG_CAP","A","2024",7.914,
"EGY","MEATCONSUMP","BEEF","KG_CAP","A","2025",7.946,
"EGY","MEATCONSUMP","BEEF","KG_CAP","A","2026",7.965,
"EGY","MEATCONSUMP","BEEF","KG_CAP","A","2027",7.986,
"EGY","MEATCONSUMP","BEEF","KG_CAP","A","2028",8.006,
"EGY","MEATCONSUMP","BEEF","KG_CAP","A","2029",8.027,
"ETH","MEATCONSUMP","BEEF","KG_CAP","A","1990",0,
"ETH","MEATCONSUMP","BEEF","KG_CAP","A","1991",0,
"ETH","MEATCONSUMP","BEEF","KG_CAP","A","1992",0,
"ETH","MEATCONSUMP","BEEF","KG_CAP","A","1993",3.008,
"ETH","MEATCONSUMP","BEEF","KG_CAP","A","1994",2.904,
"ETH","MEATCONSUMP","BEEF","KG_CAP","A","1995",2.87,
"ETH","MEATCONSUMP","BEEF","KG_CAP","A","1996",3.159,
"ETH","MEATCONSUMP","BEEF","KG_CAP","A","1997",3.099,
"ETH","MEATCONSUMP","BEEF","KG_CAP","A","1998",3.054,
"ETH","MEATCONSUMP","BEEF","KG_CAP","A","1999",3.141,
"ETH","MEATCONSUMP","BEEF","KG_CAP","A","2000",3.093,
"ETH","MEATCONSUMP","BEEF","KG_CAP","A","2001",3.102,
"ETH","MEATCONSUMP","BEEF","KG_CAP","A","2002",3.5,
"ETH","MEATCONSUMP","BEEF","KG_CAP","A","2003",3.264,
"ETH","MEATCONSUMP","BEEF","KG_CAP","A","2004",3.152,
"ETH","MEATCONSUMP","BEEF","KG_CAP","A","2005",3.196,
"ETH","MEATCONSUMP","BEEF","KG_CAP","A","2006",3.32,
"ETH","MEATCONSUMP","BEEF","KG_CAP","A","2007",3.137,
"ETH","MEATCONSUMP","BEEF","KG_CAP","A","2008",3.198,
"ETH","MEATCONSUMP","BEEF","KG_CAP","A","2009",2.907,
"ETH","MEATCONSUMP","BEEF","KG_CAP","A","2010",3.345,
"ETH","MEATCONSUMP","BEEF","KG_CAP","A","2011",3.186,
"ETH","MEATCONSUMP","BEEF","KG_CAP","A","2012",2.557,
"ETH","MEATCONSUMP","BEEF","KG_CAP","A","2013",2.513,
"ETH","MEATCONSUMP","BEEF","KG_CAP","A","2014",2.738,
"ETH","MEATCONSUMP","BEEF","KG_CAP","A","2015",2.74,
"ETH","MEATCONSUMP","BEEF","KG_CAP","A","2016",2.654,
"ETH","MEATCONSUMP","BEEF","KG_CAP","A","2017",2.611,
"ETH","MEATCONSUMP","BEEF","KG_CAP","A","2018",2.539,
"ETH","MEATCONSUMP","BEEF","KG_CAP","A","2019",2.497,
"ETH","MEATCONSUMP","BEEF","KG_CAP","A","2020",2.486,
"ETH","MEATCONSUMP","BEEF","KG_CAP","A","2021",2.484,
"ETH","MEATCONSUMP","BEEF","KG_CAP","A","2022",2.479,
"ETH","MEATCONSUMP","BEEF","KG_CAP","A","2023",2.473,
"ETH","MEATCONSUMP","BEEF","KG_CAP","A","2024",2.467,
"ETH","MEATCONSUMP","BEEF","KG_CAP","A","2025",2.463,
"ETH","MEATCONSUMP","BEEF","KG_CAP","A","2026",2.457,
"ETH","MEATCONSUMP","BEEF","KG_CAP","A","2027",2.451,
"ETH","MEATCONSUMP","BEEF","KG_CAP","A","2028",2.446,
"ETH","MEATCONSUMP","BEEF","KG_CAP","A","2029",2.441,
"IND","MEATCONSUMP","BEEF","KG_CAP","A","1990",1.65,
"IND","MEATCONSUMP","BEEF","KG_CAP","A","1991",1.623,
"IND","MEATCONSUMP","BEEF","KG_CAP","A","1992",1.616,
"IND","MEATCONSUMP","BEEF","KG_CAP","A","1993",1.576,
"IND","MEATCONSUMP","BEEF","KG_CAP","A","1994",1.542,
"IND","MEATCONSUMP","BEEF","KG_CAP","A","1995",1.488,
"IND","MEATCONSUMP","BEEF","KG_CAP","A","1996",1.468,
"IND","MEATCONSUMP","BEEF","KG_CAP","A","1997",1.435,
"IND","MEATCONSUMP","BEEF","KG_CAP","A","1998",1.427,
"IND","MEATCONSUMP","BEEF","KG_CAP","A","1999",1.396,
"IND","MEATCONSUMP","BEEF","KG_CAP","A","2000",1.299,
"IND","MEATCONSUMP","BEEF","KG_CAP","A","2001",1.31,
"IND","MEATCONSUMP","BEEF","KG_CAP","A","2002",1.257,
"IND","MEATCONSUMP","BEEF","KG_CAP","A","2003",1.18,
"IND","MEATCONSUMP","BEEF","KG_CAP","A","2004",1.156,
"IND","MEATCONSUMP","BEEF","KG_CAP","A","2005",1.089,
"IND","MEATCONSUMP","BEEF","KG_CAP","A","2006",1.064,
"IND","MEATCONSUMP","BEEF","KG_CAP","A","2007",1.071,
"IND","MEATCONSUMP","BEEF","KG_CAP","A","2008",1.066,
"IND","MEATCONSUMP","BEEF","KG_CAP","A","2009",1.094,
"IND","MEATCONSUMP","BEEF","KG_CAP","A","2010",0.936,
"IND","MEATCONSUMP","BEEF","KG_CAP","A","2011",0.752,
"IND","MEATCONSUMP","BEEF","KG_CAP","A","2012",0.67,
"IND","MEATCONSUMP","BEEF","KG_CAP","A","2013",0.457,
"IND","MEATCONSUMP","BEEF","KG_CAP","A","2014",0.348,
"IND","MEATCONSUMP","BEEF","KG_CAP","A","2015",0.449,
"IND","MEATCONSUMP","BEEF","KG_CAP","A","2016",0.469,
"IND","MEATCONSUMP","BEEF","KG_CAP","A","2017",0.427,
"IND","MEATCONSUMP","BEEF","KG_CAP","A","2018",0.563,
"IND","MEATCONSUMP","BEEF","KG_CAP","A","2019",0.532,
"IND","MEATCONSUMP","BEEF","KG_CAP","A","2020",0.532,
"IND","MEATCONSUMP","BEEF","KG_CAP","A","2021",0.536,
"IND","MEATCONSUMP","BEEF","KG_CAP","A","2022",0.538,
"IND","MEATCONSUMP","BEEF","KG_CAP","A","2023",0.541,
"IND","MEATCONSUMP","BEEF","KG_CAP","A","2024",0.542,
"IND","MEATCONSUMP","BEEF","KG_CAP","A","2025",0.546,
"IND","MEATCONSUMP","BEEF","KG_CAP","A","2026",0.548,
"IND","MEATCONSUMP","BEEF","KG_CAP","A","2027",0.55,
"IND","MEATCONSUMP","BEEF","KG_CAP","A","2028",0.552,
"IND","MEATCONSUMP","BEEF","KG_CAP","A","2029",0.552,
"IDN","MEATCONSUMP","BEEF","KG_CAP","A","1990",1.18,
"IDN","MEATCONSUMP","BEEF","KG_CAP","A","1991",1.188,
"IDN","MEATCONSUMP","BEEF","KG_CAP","A","1992",1.292,
"IDN","MEATCONSUMP","BEEF","KG_CAP","A","1993",1.475,
"IDN","MEATCONSUMP","BEEF","KG_CAP","A","1994",1.413,
"IDN","MEATCONSUMP","BEEF","KG_CAP","A","1995",1.314,
"IDN","MEATCONSUMP","BEEF","KG_CAP","A","1996",1.46,
"IDN","MEATCONSUMP","BEEF","KG_CAP","A","1997",1.492,
"IDN","MEATCONSUMP","BEEF","KG_CAP","A","1998",1.364,
"IDN","MEATCONSUMP","BEEF","KG_CAP","A","1999",1.289,
"IDN","MEATCONSUMP","BEEF","KG_CAP","A","2000",1.398,
"IDN","MEATCONSUMP","BEEF","KG_CAP","A","2001",1.32,
"IDN","MEATCONSUMP","BEEF","KG_CAP","A","2002",1.249,
"IDN","MEATCONSUMP","BEEF","KG_CAP","A","2003",1.338,
"IDN","MEATCONSUMP","BEEF","KG_CAP","A","2004",1.579,
"IDN","MEATCONSUMP","BEEF","KG_CAP","A","2005",1.312,
"IDN","MEATCONSUMP","BEEF","KG_CAP","A","2006",1.443,
"IDN","MEATCONSUMP","BEEF","KG_CAP","A","2007",1.303,
"IDN","MEATCONSUMP","BEEF","KG_CAP","A","2008",1.454,
"IDN","MEATCONSUMP","BEEF","KG_CAP","A","2009",1.557,
"IDN","MEATCONSUMP","BEEF","KG_CAP","A","2010",1.702,
"IDN","MEATCONSUMP","BEEF","KG_CAP","A","2011",1.721,
"IDN","MEATCONSUMP","BEEF","KG_CAP","A","2012",1.662,
"IDN","MEATCONSUMP","BEEF","KG_CAP","A","2013",1.682,
"IDN","MEATCONSUMP","BEEF","KG_CAP","A","2014",1.732,
"IDN","MEATCONSUMP","BEEF","KG_CAP","A","2015",1.658,
"IDN","MEATCONSUMP","BEEF","KG_CAP","A","2016",1.888,
"IDN","MEATCONSUMP","BEEF","KG_CAP","A","2017",1.89,
"IDN","MEATCONSUMP","BEEF","KG_CAP","A","2018",2.034,
"IDN","MEATCONSUMP","BEEF","KG_CAP","A","2019",2.159,
"IDN","MEATCONSUMP","BEEF","KG_CAP","A","2020",2.178,
"IDN","MEATCONSUMP","BEEF","KG_CAP","A","2021",2.203,
"IDN","MEATCONSUMP","BEEF","KG_CAP","A","2022",2.226,
"IDN","MEATCONSUMP","BEEF","KG_CAP","A","2023",2.25,
"IDN","MEATCONSUMP","BEEF","KG_CAP","A","2024",2.274,
"IDN","MEATCONSUMP","BEEF","KG_CAP","A","2025",2.301,
"IDN","MEATCONSUMP","BEEF","KG_CAP","A","2026",2.327,
"IDN","MEATCONSUMP","BEEF","KG_CAP","A","2027",2.355,
"IDN","MEATCONSUMP","BEEF","KG_CAP","A","2028",2.384,
"IDN","MEATCONSUMP","BEEF","KG_CAP","A","2029",2.414,
"IRN","MEATCONSUMP","BEEF","KG_CAP","A","1990",4.302,
"IRN","MEATCONSUMP","BEEF","KG_CAP","A","1991",3.56,
"IRN","MEATCONSUMP","BEEF","KG_CAP","A","1992",3.436,
"IRN","MEATCONSUMP","BEEF","KG_CAP","A","1993",3.858,
"IRN","MEATCONSUMP","BEEF","KG_CAP","A","1994",3.708,
"IRN","MEATCONSUMP","BEEF","KG_CAP","A","1995",3.57,
"IRN","MEATCONSUMP","BEEF","KG_CAP","A","1996",4.388,
"IRN","MEATCONSUMP","BEEF","KG_CAP","A","1997",4.317,
"IRN","MEATCONSUMP","BEEF","KG_CAP","A","1998",4.265,
"IRN","MEATCONSUMP","BEEF","KG_CAP","A","1999",3.523,
"IRN","MEATCONSUMP","BEEF","KG_CAP","A","2000",3.291,
"IRN","MEATCONSUMP","BEEF","KG_CAP","A","2001",3.558,
"IRN","MEATCONSUMP","BEEF","KG_CAP","A","2002",3.867,
"IRN","MEATCONSUMP","BEEF","KG_CAP","A","2003",3.809,
"IRN","MEATCONSUMP","BEEF","KG_CAP","A","2004",4.214,
"IRN","MEATCONSUMP","BEEF","KG_CAP","A","2005",3.954,
"IRN","MEATCONSUMP","BEEF","KG_CAP","A","2006",4.726,
"IRN","MEATCONSUMP","BEEF","KG_CAP","A","2007",4.961,
"IRN","MEATCONSUMP","BEEF","KG_CAP","A","2008",4.426,
"IRN","MEATCONSUMP","BEEF","KG_CAP","A","2009",4.45,
"IRN","MEATCONSUMP","BEEF","KG_CAP","A","2010",5.647,
"IRN","MEATCONSUMP","BEEF","KG_CAP","A","2011",5.192,
"IRN","MEATCONSUMP","BEEF","KG_CAP","A","2012",4.561,
"IRN","MEATCONSUMP","BEEF","KG_CAP","A","2013",4.496,
"IRN","MEATCONSUMP","BEEF","KG_CAP","A","2014",4.784,
"IRN","MEATCONSUMP","BEEF","KG_CAP","A","2015",5.007,
"IRN","MEATCONSUMP","BEEF","KG_CAP","A","2016",5.274,
"IRN","MEATCONSUMP","BEEF","KG_CAP","A","2017",5.459,
"IRN","MEATCONSUMP","BEEF","KG_CAP","A","2018",5.65,
"IRN","MEATCONSUMP","BEEF","KG_CAP","A","2019",5.711,
"IRN","MEATCONSUMP","BEEF","KG_CAP","A","2020",5.77,
"IRN","MEATCONSUMP","BEEF","KG_CAP","A","2021",5.852,
"IRN","MEATCONSUMP","BEEF","KG_CAP","A","2022",5.926,
"IRN","MEATCONSUMP","BEEF","KG_CAP","A","2023",6,
"IRN","MEATCONSUMP","BEEF","KG_CAP","A","2024",6.075,
"IRN","MEATCONSUMP","BEEF","KG_CAP","A","2025",6.152,
"IRN","MEATCONSUMP","BEEF","KG_CAP","A","2026",6.223,
"IRN","MEATCONSUMP","BEEF","KG_CAP","A","2027",6.295,
"IRN","MEATCONSUMP","BEEF","KG_CAP","A","2028",6.366,
"IRN","MEATCONSUMP","BEEF","KG_CAP","A","2029",6.439,
"ISR","MEATCONSUMP","BEEF","KG_CAP","A","1990",9.966,
"ISR","MEATCONSUMP","BEEF","KG_CAP","A","1991",12.32,
"ISR","MEATCONSUMP","BEEF","KG_CAP","A","1992",10.094,
"ISR","MEATCONSUMP","BEEF","KG_CAP","A","1993",10.652,
"ISR","MEATCONSUMP","BEEF","KG_CAP","A","1994",13.894,
"ISR","MEATCONSUMP","BEEF","KG_CAP","A","1995",12.343,
"ISR","MEATCONSUMP","BEEF","KG_CAP","A","1996",13.616,
"ISR","MEATCONSUMP","BEEF","KG_CAP","A","1997",14.431,
"ISR","MEATCONSUMP","BEEF","KG_CAP","A","1998",13.659,
"ISR","MEATCONSUMP","BEEF","KG_CAP","A","1999",13.468,
"ISR","MEATCONSUMP","BEEF","KG_CAP","A","2000",16.532,
"ISR","MEATCONSUMP","BEEF","KG_CAP","A","2001",15.167,
"ISR","MEATCONSUMP","BEEF","KG_CAP","A","2002",17.774,
"ISR","MEATCONSUMP","BEEF","KG_CAP","A","2003",18.342,
"ISR","MEATCONSUMP","BEEF","KG_CAP","A","2004",8.98,
"ISR","MEATCONSUMP","BEEF","KG_CAP","A","2005",16.87,
"ISR","MEATCONSUMP","BEEF","KG_CAP","A","2006",21.967,
"ISR","MEATCONSUMP","BEEF","KG_CAP","A","2007",19.333,
"ISR","MEATCONSUMP","BEEF","KG_CAP","A","2008",23.448,
"ISR","MEATCONSUMP","BEEF","KG_CAP","A","2009",17.855,
"ISR","MEATCONSUMP","BEEF","KG_CAP","A","2010",18.893,
"ISR","MEATCONSUMP","BEEF","KG_CAP","A","2011",19.583,
"ISR","MEATCONSUMP","BEEF","KG_CAP","A","2012",18.165,
"ISR","MEATCONSUMP","BEEF","KG_CAP","A","2013",23.298,
"ISR","MEATCONSUMP","BEEF","KG_CAP","A","2014",18.672,
"ISR","MEATCONSUMP","BEEF","KG_CAP","A","2015",18.7,
"ISR","MEATCONSUMP","BEEF","KG_CAP","A","2016",20.296,
"ISR","MEATCONSUMP","BEEF","KG_CAP","A","2017",20.909,
"ISR","MEATCONSUMP","BEEF","KG_CAP","A","2018",22.851,
"ISR","MEATCONSUMP","BEEF","KG_CAP","A","2019",23.16,
"ISR","MEATCONSUMP","BEEF","KG_CAP","A","2020",23.214,
"ISR","MEATCONSUMP","BEEF","KG_CAP","A","2021",23.295,
"ISR","MEATCONSUMP","BEEF","KG_CAP","A","2022",23.378,
"ISR","MEATCONSUMP","BEEF","KG_CAP","A","2023",23.467,
"ISR","MEATCONSUMP","BEEF","KG_CAP","A","2024",23.563,
"ISR","MEATCONSUMP","BEEF","KG_CAP","A","2025",23.665,
"ISR","MEATCONSUMP","BEEF","KG_CAP","A","2026",23.768,
